feature,label
"[-1.5611214e+02  1.2409382e+02  1.5358272e+01  2.1923382e+01
 -1.8690678e+01  1.3319118e+01 -1.3306879e+01  2.2711294e+01
 -1.5172956e+01  1.3826460e+01 -1.7502403e+01  7.0452042e+00
 -7.8652515e+00  2.2797511e+00 -4.3148236e+00 -5.0278544e+00
 -1.0835704e+01 -2.8690982e+00 -1.2268453e+01  7.3578043e+00
 -9.2310591e+00  1.2385906e+01 -3.3947322e+00  8.8181791e+00
 -3.2213988e+00  7.0568314e+00 -2.5068933e-02  3.9455771e+00
  3.0823672e+00  2.9136198e+00  2.4837356e+00 -1.4845095e+00
 -5.6754508e+00  1.4037975e+00 -3.8826473e+00  1.3229175e+00
 -6.6733427e+00 -1.3079472e+00 -4.0214157e+00 -2.8844090e+00]",jackhammer
"[-204.47652     122.3004      -32.77781      27.55213      -2.6311455
   17.058136     -9.726517     13.499414     -8.922298      8.876399
  -16.278101     10.469988     -3.1144        7.1724367    -7.1915727
    7.1479464    -7.069206      2.543676     -8.507515      2.1247468
   -2.2479258     4.3457713    -2.4664261     0.23190013   -1.2324675
    0.9436197    -2.8293839     2.013336     -0.2550847     1.5622499
   -2.4194007     0.33002904    1.9946613    -0.945145     -0.8521293
   -1.7684977    -1.9099021    -2.1303575    -0.6524856    -0.30386367]",children_playing
"[-2.1539273e+02  3.0761126e+01 -1.0354069e+01  6.0524597e+01
 -2.7791344e+01 -1.3114532e+01  1.6675861e+01  1.6492575e+01
 -1.7828405e+01  1.5200484e+01 -4.0528746e+00  1.1145722e+01
 -1.1860645e+01  1.0545391e+01 -1.8237215e+01  9.2314392e-01
 -8.6254950e+00 -1.8877441e+00  2.0540004e+00  7.7915807e+00
  9.1337795e+00  1.9074562e+01 -4.5278597e+00  3.6450672e+00
 -4.8751669e+00  7.3753178e-01 -4.9456682e+00 -1.4950472e+00
  1.6362126e+00 -5.9406619e+00  1.4216839e+00  3.7713556e+00
 -3.9021817e-01  3.5891445e+00 -1.4373364e+01 -6.6409993e-01
 -1.1489065e+00 -1.9862585e-01 -8.4764576e+00  8.8622751e+00]",car_horn
"[-132.92291      90.63483       1.6468686    25.808004     14.905997
   20.952087      1.7037265    26.463404     -7.147809     21.804012
   -5.636545     17.067087     -9.861536     13.057852     -8.687008
   12.597301     -6.7484674    10.492576     -6.24231       9.791175
   -1.7017759     6.018712     -2.3895726     6.0256906     0.17810872
    4.2508283     2.0756385     4.2155485     0.57359385    4.3622065
    1.3969271     5.223304      2.7289517     2.491399      1.871099
    2.6428654     1.3938471     1.5089588     0.96372676    1.3350388 ]",air_conditioner
"[-3.5216434e+02  2.1991820e+02 -6.3485493e+01 -6.4394546e+00
  2.6647043e+01 -3.8343811e+01 -9.0456486e+00  7.1289372e+00
 -2.0862127e+01  5.9643716e-01  3.7868357e+00 -1.4052754e+01
  3.1609845e+00 -8.6406314e-01 -1.7504261e+01 -4.7334781e+00
 -6.9918666e+00 -1.7053806e+01 -7.7040057e+00 -8.3338556e+00
 -9.3618374e+00 -6.6213620e-01 -3.5035980e+00 -9.1976494e-02
  9.0130711e+00 -1.0668287e+00 -7.4763212e+00 -7.5702471e-01
 -1.3320959e+00 -2.1252363e+00 -2.1210630e-01 -2.2797079e+00
 -1.7423229e+00 -2.1285255e+00 -1.8439516e+00  4.9287024e+00
  1.4756285e+00 -8.9743128e+00 -4.4265814e+00  3.3014724e+00]",street_music
"[-307.9533      73.70352     -9.0770445   -4.4607606  -24.474092
   -1.1246089    6.5358524   10.565898     4.1765304   13.452458
    6.2608047    7.4480934    3.4661295    8.117928     2.4314668
    4.469672     2.6123538    3.361104     3.0186884    4.8566513
    2.731462     5.180537     4.272738     3.2579472    3.8577907
    3.2156503    2.624729     3.525274     2.4447627    3.0726151
    2.4624114    3.3118877    2.231472     2.9732957    3.1262026
    3.3711636    3.331943     2.8802738    3.3867545    3.7914653]",gun_shot
"[-2.5030515e+02  1.3839035e+02 -1.1803791e+01  3.6250526e+01
  1.9357675e+00  2.0381941e+01 -9.9595900e+00  2.0141298e+01
 -3.5260196e+00  1.3344856e+01 -3.7415264e+00  1.3145073e+01
 -6.2701697e+00  8.0302896e+00 -4.2850242e+00  7.7089977e+00
 -4.6522012e+00  7.4512591e+00 -3.8822234e+00  6.0399361e+00
 -2.1689579e+00  4.7859411e+00 -4.2902408e+00  2.2908010e+00
  1.4779264e+00  2.4218872e+00 -2.4095209e+00  3.1579632e-01
 -1.4071873e+00  8.7415081e-01 -2.4740150e+00  1.0562658e+00
 -7.9064977e-01 -2.0239042e-01  9.0137637e-01  9.2013851e-03
 -1.6849123e+00 -2.8723887e-01 -2.9048640e-01  3.3271557e-01]",children_playing
"[-115.48153     130.85367     -27.452677     21.247019    -31.16198
   11.498378    -33.773594      7.6096225   -31.89136       2.3319013
  -19.212828     11.97521     -13.640484      2.5842748   -14.275165
   -2.8856497   -11.051388      0.50981003   -5.979802      4.3921337
  -10.645248     -3.148003     -7.3129263    -2.2444665    -6.456097
    0.68150556   -5.7184296    -0.9765279    -5.119764      2.2724986
   -5.4271855     0.72497416   -3.8121727     0.7668981     1.6884981
   -0.3041957    -2.3581498     1.1023598    -1.1486217    -0.40068635]",jackhammer
"[-156.87196      95.35353      -7.8677845     9.613717      6.7943325
   16.674053    -11.735139     24.043968    -13.325476      9.560337
   -5.575875     17.783974    -14.226526      6.237805    -11.342397
    7.7352953    12.846183     24.996946      7.448618      5.0400386
  -16.950891     -4.06347       0.70136017   17.258358     -1.7487855
   -9.415105     -9.163105      9.006722      7.408638     -9.4818125
  -14.805418      1.283092     18.239006     11.255153     -0.9212418
    5.6711116     5.2967267   -10.770136    -13.21808       8.028975  ]",car_horn
"[-3.0542148e+02  1.3722070e+02  1.3369602e+01  4.7902191e+01
  7.1130633e+00  2.7525801e+01 -2.2967768e+00  1.2168510e+01
 -5.6956410e+00  5.6320958e+00 -6.0677652e+00  1.4569167e+00
 -9.1650105e+00 -1.7173575e-01 -8.9592257e+00 -2.6552145e+00
 -6.7603307e+00 -2.9722068e+00 -4.3489313e+00 -3.2062459e-01
 -3.9292507e+00 -3.3087723e+00 -3.4441500e+00 -2.2171705e+00
 -1.9061092e+00 -2.5199380e+00 -2.5351624e+00 -3.5075965e+00
 -3.1023266e+00 -3.7925453e+00 -1.5881844e+00 -2.8629656e+00
 -1.3913674e+00 -2.3475871e+00 -1.7461486e+00 -3.1144495e+00
 -1.8152553e+00 -1.9446187e+00 -4.9644056e-01 -1.1341498e+00]",street_music
"[-1.0099321e+02  4.5559166e+01 -2.2518888e+01  4.7247456e+01
 -1.7282393e+01  4.0062683e+01 -1.9779699e+01  3.2177490e+01
 -1.7171005e+01  2.2790773e+01 -3.6114044e+00  2.5283506e+01
 -1.0100248e+01  1.5796452e+01 -7.5156960e+00  9.5769806e+00
 -8.0408230e+00  6.3573785e+00 -5.8541102e+00  1.5092566e+00
  1.1672095e+00  2.1328456e+00 -3.9499660e+00  1.2093843e+00
 -6.7971582e+00  3.4411318e+00 -3.3739557e+00  1.1389086e+00
 -3.9482117e+00  1.0508883e-01 -5.1999717e+00  3.6174005e-01
 -2.1975589e+00  1.6084746e+00 -5.1845038e-01  2.6933858e+00
 -1.5215418e+00  2.4442477e+00 -1.3436790e-02  2.2914376e+00]",jackhammer
"[-35.172527    55.532536   -83.79398     34.07617    -26.899307
  -6.7067633  -33.044464     8.923835   -26.166203    -2.4594061
 -18.88524      9.2242     -18.679605    -4.041844   -13.80053
   4.667386   -14.005459     7.546824   -10.013343    -3.0057776
 -16.015179    -9.264437   -12.910051    -0.3683513   -4.29816
   5.856838    -8.891387     0.38948545  -8.187384     1.0853419
   0.31644282  10.401993     3.3559496    9.332261    -4.842819
  -1.751652    -7.9796643    0.26963696  -0.1113653   10.251859  ]",drilling
"[-154.14873     111.40668      -5.2706428    35.11451      -6.6583285
   27.46228      -8.659286     19.743032    -12.060361     18.395285
   -9.182115     11.301654    -15.574749      8.829172     -3.5360425
   15.3075695    -3.7252614    11.701568    -10.452991      1.740822
   -0.6391737     4.716814     -4.178661      2.4271448    -3.160777
    1.4310193    -2.7617226     1.5480589     1.3473433     2.4723227
    0.52649385    0.901989      0.3124083     4.275049     -1.3680203
    4.6444373    -4.9998207    -3.0762014    -6.435938     -1.3291034 ]",jackhammer
"[-2.6076065e+02  1.0746261e+02  1.4389363e+01  4.4770527e+01
  1.8590752e+01  2.1724737e+01 -8.3344564e+00  9.8579073e+00
 -1.8955482e+01  1.2842924e+01 -2.0490232e+01  7.9165773e+00
 -1.6428648e+01  7.0611076e+00 -9.5626192e+00  6.5278792e+00
 -8.8629751e+00  9.5667267e+00 -4.0312042e+00  8.1737070e+00
 -4.1596241e+00  2.4640179e+00 -2.6202638e+00  1.6338317e-01
 -5.2905202e+00  1.3896744e-01 -2.4682672e+00  3.5456455e+00
 -4.9327888e+00  2.2427533e+00  1.6136873e+00  4.0322380e+00
 -4.0921545e+00  1.0843260e+00  4.4339743e+00  2.2106094e+00
 -1.7034640e+00  1.3982768e+00  3.3151629e+00 -1.2987095e+00]",street_music
"[-6.53526367e+02  1.69046555e+02  1.05753975e+01  2.24541931e+01
 -8.59319627e-01  1.04535608e+01  1.12726994e+01  1.69688950e+01
 -8.08913708e+00  1.76621494e+01 -5.02820921e+00 -3.82481790e+00
 -8.56215668e+00  2.90596628e+00 -3.50256348e+00  2.46868443e+00
 -6.40365601e+00 -1.45530796e+00 -3.45209050e+00 -1.72345889e+00
 -4.15708685e+00 -3.58632421e+00 -1.86515713e+00 -1.65642095e+00
 -2.12969303e+00 -3.63219309e+00 -2.67227888e+00 -2.98987770e+00
  3.59860420e-01 -1.51721418e+00 -1.60766351e+00 -3.58933544e+00
 -1.49055862e+00 -2.37336254e+00 -2.27582502e+00 -3.97783256e+00
 -3.06846237e+00 -4.12845039e+00 -2.43225694e+00 -3.97240233e+00]",siren
"[-35.143723    61.13153    -19.039648    39.770622    -4.0740356
  40.965057   -18.997662    26.641077   -16.73855     14.8355055
 -23.081558     3.682121   -16.268343     7.575087   -14.21078
   7.001901    -7.1296144   -0.21712299  -6.790869     3.1383502
  -1.4764246    8.943501     4.189285     6.3080153   -0.6483577
   5.071837    -2.0600975    5.9871407   -0.26957238  -1.6431046
  -9.483348    -2.4704564   -0.38380483   0.38095     -5.839981
  -3.7243626   -4.8999443   -0.2866902   -4.251611    -2.6285498 ]",jackhammer
"[-3.7149606e+02  1.1151909e+02  1.5649087e+01  4.6055519e+01
  1.7904910e+00  1.8540983e+01  2.1901136e+01  3.0709057e+01
  1.0950727e+01  1.6102850e+01  4.1289619e-01  1.3897356e+01
  8.4836874e+00  6.8104758e+00  5.5659418e+00  3.2369313e+00
  1.8067366e+00  6.8835771e-01  1.2803121e+00  4.1804118e+00
  5.1050382e+00  3.0536177e+00  1.3964013e+00 -6.4038992e-01
  9.0949225e-01  3.0968082e+00  9.1061592e+00  7.7141366e+00
  7.3024197e+00  2.1427302e+00 -9.0045649e-01 -3.6882949e+00
  8.2804430e-01  1.7642090e+00  3.3932827e+00  3.1721127e+00
  1.8619875e+00 -1.3293554e+00 -2.5055087e-01  3.2655156e+00]",engine_idling
"[-1.9226097e+02  1.4826973e+02 -4.6861130e+01  2.8954538e+01
 -1.6679897e+01  1.7944584e+01 -1.1911912e+01  1.1769667e+01
 -8.5445480e+00  9.8794594e+00 -1.2480552e+01  1.0857425e+01
 -7.0973005e+00  8.4682388e+00 -9.6820946e+00  4.2094111e+00
 -4.0723662e+00  3.1177392e+00 -1.0434709e+00  6.4981089e+00
 -5.0473946e-01  2.2352412e+00 -1.9743539e+00  2.4271746e+00
 -3.1661768e+00  1.0348843e+00 -1.8706150e+00 -8.2394910e-01
 -2.9657915e+00 -3.0772564e-01 -2.0113053e+00 -1.3050030e-01
 -1.8292751e+00 -4.0733028e-02 -2.5595601e+00 -5.0174904e-01
  1.7649898e-01  1.7799254e-01  5.6210095e-01 -1.4023892e+00]",street_music
"[-2.17164246e+02  1.34785645e+02 -2.92851067e+01  3.75304146e+01
 -4.32659416e+01  3.88043823e+01 -1.57929668e+01  6.29058301e-01
  2.18096399e+00 -5.10210371e+00 -7.64306402e+00  4.33535004e+00
 -1.17296295e+01  2.38936734e+00 -1.08700294e+01  3.13703084e+00
 -7.89374542e+00  1.81494391e+00 -9.12905312e+00 -1.87679255e+00
 -2.85807467e+00  8.51404786e-01 -1.34016860e+00 -3.35220122e+00
 -3.93680429e+00 -3.21007299e+00 -3.61835647e+00 -1.44156754e+00
 -3.21730924e+00 -8.67030859e-01 -3.59505701e+00 -1.48357645e-01
  3.02440852e-01  7.77513906e-02 -1.62636769e+00 -1.39447820e+00
  7.48343527e-01  6.52430475e-01  5.91463089e-01 -1.88624167e+00]",dog_bark
"[-65.75499    96.7656    -58.71235    28.449696  -29.90501    17.672892
  -8.4301605  10.517862  -19.684145   12.660207  -10.181838    7.4832706
 -13.645547   17.07112     1.2838055  13.170289    5.0624857   8.754781
  -7.148529    1.8833842  -5.5661235 -13.289102   -6.1595254   3.4341204
   1.1171994  -7.972003  -11.861069   14.117411   17.119778   -5.6986604
 -26.509129    1.3980862  15.616959   10.525954   -0.6899118   4.979794
  -6.600098  -21.898668   -3.726673   17.751085 ]",car_horn
"[-301.03433     181.30301      36.32617      42.706005     14.0220995
   38.177544      8.615583     26.807951      6.407809      4.8733716
    3.4783583     5.6125402    -8.859792     -2.5296462    -3.1931827
   -6.6705513    -5.16015     -13.150867     -5.225866     -5.7366567
   -2.8272943    -4.481422     -7.421242     -3.2441769     1.3237561
   -3.3569345    -2.994292     -3.8578374     0.34421372   -2.2920055
   -3.1460018    -1.8696253    -6.7701826    -1.564338     -0.38560283
   -2.741709     -1.4972721    -3.3585205    -0.9445784    -5.838383  ]",engine_idling
"[-2.7741266e+02  1.2875528e+02 -3.0469831e+01  9.2717113e+00
 -2.2887135e+01  2.6626139e+00 -1.5970350e+01  3.8083770e+00
 -4.8327198e+00  1.3369464e+01  2.1333311e+00  1.7203453e+01
 -3.0860803e+00  8.8860455e+00 -3.1503775e+00  4.6228886e+00
 -1.8403611e+00  5.3158984e+00 -1.8830665e+00  1.6327592e+00
 -3.9196875e+00 -7.0176965e-01 -6.1670647e+00 -3.2259910e+00
 -2.0652323e+00 -6.5969646e-01  1.2391045e+00 -1.5966239e+00
 -4.9908590e-02 -1.7344939e+00 -7.4974662e-01 -3.4854088e+00
  6.1747379e-04 -3.2805163e-01  1.2447249e+00  3.2750976e-01
 -3.5258237e-01 -4.1214916e-01 -2.2536852e+00 -4.0398297e+00]",children_playing
"[-219.83588      16.412674     41.530483     40.76015     -14.033666
   13.269831    -12.833163      6.9105964    -9.569606      0.69517833
   -3.0859957    13.751348     -9.655661     10.287353    -19.302162
    9.9717      -13.692974      4.5001063    -8.825539     -1.2996941
   -9.15996       5.280607     -1.2044262     9.902045     -3.2429264
    7.322829     -6.6322517    10.499535     -4.4493766     9.2557335
   -7.702062      2.2858722    -5.076562      3.463726     -1.7026805
    1.2928505    -6.7849994     0.55035996   -3.1000278     4.4589267 ]",drilling
"[-1.97231033e+02  1.85419189e+02 -4.96943235e+00  1.19498568e+01
 -9.39138126e+00  9.54021096e-01 -1.84762344e+01  1.31454363e+01
 -2.03163166e+01  3.83099389e+00 -1.31281919e+01 -2.86278057e+00
 -2.38657207e+01 -1.55824604e+01 -1.75996857e+01 -4.69702482e+00
 -1.51754141e+01 -3.33076501e+00 -1.43086946e+00  3.18004996e-01
 -8.75705147e+00 -7.79931927e+00 -1.05531645e+01 -4.49629784e+00
 -1.04870958e+01 -1.70957909e+01 -5.83888197e+00 -9.47402775e-01
 -4.63260317e+00 -6.33572531e+00  1.35642421e+00  2.03370786e+00
  6.42025352e-01 -5.14149666e+00 -1.35323063e-01 -5.22307062e+00
 -1.08968830e+00 -5.77621579e-01  1.13200426e-01 -3.72466803e+00]",air_conditioner
"[-234.69743     103.05274     -21.355007     10.943674    -13.156305
   19.913284    -14.999773     12.810544    -23.54741       1.9045749
  -13.714594      8.638474    -13.015758     18.539965     -8.639654
    6.7651076    -4.634632      1.960847     -2.9778907     7.238555
   -2.3547547     5.1984844    -1.0817333     4.0144954    -0.43683046
    7.8033566     1.680914      9.63405      -4.2255054     3.2356007
   -5.417189      0.9018535    -3.8202145    -3.519352     -2.4800448
   -1.1705534    -3.272499      2.1998546    -4.2944374    -1.2745398 ]",engine_idling
"[-4.6675241e+02  6.8176216e+01 -1.3647836e+01 -1.7603533e+01
 -2.1590815e+01 -8.4184217e+00 -1.1618012e+01  3.5898321e+00
  4.6825242e+00  7.4813290e+00  6.2055486e-01  5.8005161e+00
  8.5358400e+00  8.8500481e+00  3.3811951e+00  5.0145335e+00
  5.0823932e+00  5.5920033e+00  2.2860568e+00  4.7914996e+00
  3.3614008e+00  3.3731058e+00  2.5158112e+00  2.3868735e+00
  1.4859513e+00  2.6222835e+00  2.4352114e+00  1.3768455e+00
  3.9805460e-01  9.7314864e-02 -4.7375593e-01  5.7739753e-01
  1.0341988e+00  1.2780885e+00  1.3057708e+00  1.7315961e+00
  1.4785863e+00  9.7242963e-01  1.1566696e+00  1.5425779e+00]",gun_shot
"[-7.0538391e+02  1.5925215e+02  9.1737366e+00 -1.2061549e+01
 -2.8857412e+00  2.6643036e+01  2.8754168e+00  3.8052208e+00
 -1.6683464e+00  2.2180243e+01  2.4597065e+00 -2.8633046e+00
 -9.6424217e+00  2.8114989e+00 -4.5926676e+00 -4.4882898e+00
 -9.6600056e+00 -3.1034524e+00 -3.4754791e+00 -5.6954899e+00
 -6.9748669e+00 -1.8849678e+00  5.9447467e-01 -1.9535110e+00
 -2.6958025e+00 -2.1911843e+00 -3.9343724e-01 -3.2138503e+00
 -1.5827299e+00 -7.0373172e-01  3.6410022e-01 -3.2075503e+00
 -1.2005014e+00 -1.3774891e+00  9.1959643e-01 -1.6913360e+00
 -2.4086130e+00 -2.6101708e+00 -1.9827081e-01 -1.7791265e+00]",siren
"[-120.146545     72.866554    -18.823692      7.160399    -12.933945
    1.8709168   -38.47167      19.669998    -29.504093     14.6918335
  -23.344673      0.7821777   -25.280317     -2.1947248   -17.357988
   -9.956877    -17.636078      0.52595586  -12.287126     -6.9491806
  -10.528468      0.24666673   -9.438763      3.1593142    -9.499783
   -1.8869044    -9.427855     -1.5239406    -9.879743     -1.8033218
   -4.098914     -3.213202     -5.4914837    -4.227856     -0.63131905
   -3.9780529    -3.1141098    -0.5835414    -4.189566     -0.5890271 ]",jackhammer
"[-3.3895886e+02  1.3607695e+02 -3.0976055e+01  2.3772957e+01
 -3.7244725e+00  2.6861294e+01  1.0768186e+01  1.1385497e+01
 -1.4940656e+01  1.5518185e+01 -1.8151859e+00  6.3618770e+00
 -1.1289588e+01 -1.0591440e+00 -5.7825475e+00  5.9707637e+00
 -1.0956273e+01 -8.0738090e-02 -8.7979116e+00  2.4922206e+00
 -4.8799987e+00 -3.8562989e+00 -7.5606599e+00  1.1657754e+00
 -2.5960786e+00  2.3469391e-01 -2.5725272e+00 -1.2455548e+00
 -2.0101104e+00 -1.3155347e+00 -5.6387434e+00 -4.0897398e+00
 -2.9471779e+00 -2.0894115e+00 -3.9503605e+00 -4.0580654e+00
 -2.1749959e+00 -1.1352106e+00 -1.6249262e+00 -2.5414824e+00]",siren
"[-125.97013      17.766897    -53.835487     24.72711     -18.083494
   43.85582      -3.3440125     9.717024    -25.96792      14.934393
  -10.802183     19.14968      -9.310238     13.53038     -10.72207
   -0.20358047  -11.971488     -3.0471025    -7.7459683    13.632982
   -7.771565      6.645187     -9.665104      9.954034     -3.492531
   -2.3132436    -5.124797      3.6940107    -8.8346815     7.788279
   -5.1017494    -2.5566387     3.7608347     2.7540667   -11.35649
   -0.37668905    1.4982623     1.7932168     4.690152      1.5925988 ]",jackhammer
"[-2.5108607e+02  1.6620236e+02 -2.3428562e+01  4.2321445e+01
  8.0935764e-01  1.3757638e+01 -2.0939190e+00  8.4876966e+00
 -7.0235376e+00  1.2954624e+01 -7.6094880e+00  3.5875463e+00
 -4.7052999e+00  6.9477425e+00  1.3130138e+00  3.5364227e+00
 -3.1063452e+00 -1.3227124e+00 -6.4231830e+00 -1.4192163e+00
 -8.1593543e-02  1.9051018e+00  1.3485216e+00  6.8131191e-01
  1.9751918e+00  4.9307966e-01  4.5100045e+00  2.3662086e+00
  1.8934587e+00  1.1377214e+00  1.7342536e+00 -1.2373182e+00
  1.9285104e+00  8.1235427e-01  1.9764706e+00  1.8607566e+00
  2.7464867e+00  1.5401243e+00  3.7238276e+00  1.1919820e+00]",children_playing
"[-6.85350113e+01  1.14483147e+02 -2.57662296e+01  1.72677650e+01
 -1.15804024e+01  3.50832176e+01 -5.96829128e+00  1.68371716e+01
  1.22138810e+00  1.85159683e+01 -5.46774244e+00  1.64166508e+01
 -1.99449480e+00  7.13970470e+00 -6.99645090e+00  1.09865522e+01
 -2.91477895e+00  4.72915220e+00 -4.12805223e+00  7.77660704e+00
 -1.45600235e+00  5.91074133e+00  8.91999722e-01  8.89126396e+00
  3.85569549e+00  7.50586939e+00  1.05690503e+00  5.06273794e+00
 -1.65190411e+00  1.00696125e+01 -3.59544706e+00 -1.76482904e+00
 -8.98327351e-01  5.25613213e+00  2.53416491e+00  4.93887377e+00
  4.31406975e+00  3.20190597e+00 -4.74845842e-02  2.58082104e+00]",engine_idling
"[-105.88229     105.2749      -46.50734      19.428234    -26.501188
   -9.788188     -3.1393917     4.705016    -28.408503     24.9385
  -14.970238      0.34177545   -8.55993       9.453093    -11.232828
   17.942736     -7.824601      3.0126681    -1.9567432     9.249965
   -1.3091191     5.4041524    -4.82044      -0.92524904    0.50905275
   -6.9836073    -6.840175      4.401438      9.696879     -3.8581
  -11.875553     -5.6015134     4.325444      7.0341415     0.19645025
    0.3476556    -8.457201    -12.752744     -9.867284     11.455542  ]",car_horn
"[-1.4509720e+02  9.1312927e+01 -1.3366637e+01  3.5790592e+01
 -2.0105083e+01  2.4868139e+01 -1.2853739e+01  1.8997063e+01
 -1.0993337e+01  1.7164297e+01 -3.5894480e+00  9.1886978e+00
 -1.7040947e+01  7.6093159e+00 -1.2535907e+01 -1.0990363e-01
 -1.3933303e+01  2.0726001e+00 -9.7122250e+00  5.3819761e+00
 -2.3796279e+00  3.0453167e+00 -6.3564835e+00  7.9033780e+00
  1.0055833e+00  7.6089129e+00  3.9427292e-01  6.1898808e+00
 -2.7362566e+00  4.8067145e+00 -7.1090919e-01  3.9553318e+00
 -1.5907916e+00  5.2110887e+00 -1.1566263e+00  1.5468699e+00
 -9.2572099e-01  2.7671561e+00 -9.7946411e-01  2.3850017e+00]",air_conditioner
"[-4.0790272e+01  1.6176785e+02 -4.4167126e+01  1.0724766e+01
 -2.9437578e+01 -1.7216171e+00 -2.3392698e+01  5.6842275e+00
 -1.8326387e+01 -3.8111502e-01 -1.7538717e+01  2.9623134e+00
 -1.0231281e+01  2.3764248e+00 -1.1656411e+01  3.5304976e+00
 -5.1521139e+00  3.1905625e+00 -5.6046238e+00  2.0117714e+00
 -4.8571568e+00  1.9905850e-02 -3.7912774e+00  2.1364826e-01
 -3.1824934e+00  4.2859918e-01 -1.2554063e+00 -6.5577589e-02
 -2.2269266e+00 -2.4024457e-01 -9.1606718e-01 -1.4259483e+00
 -1.0028139e+00  3.2794556e-01 -1.7176383e+00 -1.2658976e-01
 -1.1231300e+00  1.6086377e-02 -2.2588032e-01 -3.5703681e-02]",gun_shot
"[-231.80989     156.01765     -23.767895     -2.207804    -10.141893
    6.6530557    -5.55489       7.1117215   -14.423868      9.011194
   -6.9637456    18.432863     -0.83376884   18.274015      4.1463594
    2.5054839    -0.5414402    18.270512      1.3276618    -0.9771531
    0.7153035     3.108685     -1.9693164     3.4965312     3.5065281
   -0.68299687    1.5426482    -8.150081     -6.3141985    -0.28620926
    5.753205      4.6388087     2.8528802     3.349168      4.911269
   -3.518953     -0.87529737   -2.0177858    -1.6757194    -5.863969  ]",dog_bark
"[-281.49927      23.879663     19.615942     65.24226     -13.214093
   22.83887     -13.421649     16.821468    -29.419708      3.1792483
   -2.8872144     4.161028    -13.900275     14.990679    -16.84533
   12.793333     -5.4389973     8.713509     -8.055985      5.3416185
   -0.5088517    -1.9013487     3.9309936     1.4959643    -5.4719152
   -2.9558733    -8.791539     -5.6454043    -8.384307      2.0660362
   -4.8201475    -0.6491583     0.29796526   -1.2712171     2.1682215
    1.2417011     0.5182986     3.6160092    -1.4358217     0.7365555 ]",drilling
"[-1.7484564e+02 -4.1407368e+01  1.7029509e+01  2.8141800e+01
  6.3795781e+00  2.3092548e+01 -1.5383455e-01  1.0945033e+01
 -2.7975445e+00  2.2204044e+01 -1.2462618e+01  1.6982252e+01
 -1.0067556e+01  1.0375964e+01 -2.2778034e+00  5.3321214e+00
 -4.4858270e+00  7.2346544e+00 -7.1436577e+00  8.3432131e+00
 -5.8527956e+00  3.6257856e+00 -3.2494824e+00  3.7289391e+00
 -2.8056610e+00  4.1050000e+00 -5.7905025e+00  5.7788868e+00
 -3.4645407e+00  1.5380824e+00  3.5294199e-01  9.6562362e-01
 -2.9319134e+00  3.6195855e+00 -3.7860224e+00  3.8087730e+00
 -1.4210638e+00  1.3089160e+00  4.4591653e-01  1.4111463e+00]",drilling
"[-2.8732443e+02  1.9216438e+02 -4.4608215e+01  1.4991539e+00
 -2.0359615e+01  2.8487429e+01  1.4544668e+01  1.4242537e+01
 -1.4104594e+01  9.0482968e-01 -5.0920695e-02  9.2887764e+00
 -9.4241695e+00 -6.6278925e+00 -6.4728942e+00  6.7584438e+00
  3.0757694e+00  8.7693936e-01 -4.7097616e+00 -2.4781415e+00
  3.7585282e+00  1.9945894e+00 -2.4591830e+00 -5.1708827e+00
 -3.6434317e-01  4.6707547e-01  1.8340267e+00 -2.7944055e+00
 -3.6599076e+00 -2.0298934e+00  2.3651152e+00 -4.0501890e-01
 -2.7490797e+00 -3.4967330e+00 -1.0351492e+00 -1.5296698e+00
 -1.6259508e+00 -3.9689178e+00 -7.3254591e-01  6.1915720e-01]",siren
"[-183.29808     120.91463     -49.968502     16.533224    -19.619093
    9.980507    -18.893871      4.7699943   -11.238402      3.2516627
  -16.197731      3.1492698   -15.965236      6.1525927   -17.379332
    0.37153918  -11.210697     -1.4712957   -10.719194     -4.129076
  -12.407288     -3.3208501   -13.922792     -1.9442226   -11.731795
   -4.4128933    -8.4794445    -4.0279875    -8.057858     -3.8393626
   -7.1870046    -4.379333     -5.7300086    -3.3408563    -5.0441337
   -3.1173358    -5.1740003    -3.2726586    -5.754293     -2.0576649 ]",children_playing
"[-2.5047821e+02  1.1562662e+02 -8.1565094e+01 -1.3308996e+01
 -5.0684593e+01  2.4707306e+01  1.7821146e+01  1.8006134e+01
 -9.8739042e+00  1.8830471e+01  1.7987204e+01  1.5919990e+01
 -1.8406279e+00  2.0360644e+00 -2.7343025e+00 -1.9837198e+00
 -5.1043129e+00 -4.3910952e+00 -1.4624186e+00  2.2526109e-01
  1.3673867e+01 -7.0015283e+00 -4.7180619e+00  3.6013861e+00
  1.6352297e-01  1.5221781e-01 -1.4023499e+00 -2.0124762e+00
  1.2356559e+00 -9.3634921e-01 -2.6630499e+00 -4.2589669e+00
  4.8889425e-01 -2.9003422e+00  7.1225092e-02 -1.5775161e+00
  2.7654715e+00 -2.7404151e+00 -5.1048775e+00  4.9381905e+00]",siren
